COUNTY,STATE,2020-mean,2021-mean,2023-mean
Muscatine County,IA,144046.17540852024,158538.18908707146,176476.10223765252
Sullivan County,NH,208366.38637925428,255553.3332009164,325503.6262697689
Union County,PA,197076.19850231687,216128.6543463425,245776.2334305486
De Kalb County,IN,157748.53338445452,178283.81352450172,207961.90375583945
Camden County,MO,235475.8066276745,286076.8685373216,307563.47958115494
Coffee County,GA,102237.33796011592,116764.92075547409,139453.9126615868
Jackson County,NC,265908.00632361684,329210.49676541775,396590.3279923277
Stephens County,OK,85556.35831270041,97103.43054511474,120246.08098262892
Pettis County,MO,114825.29152231965,131390.55633833652,156651.39412831265
Miller County,AR,131531.0940733777,146981.54302815095,161104.768290779
Manassas City,VA,339923.6715209482,383123.3350404992,433338.7010618784
Fulton County,OH,152054.5093384113,174711.7174041681,193900.8706067472
Polk County,GA,125854.3202758322,156183.13171405398,199335.6001171244
Vance County,NC,124796.48686593928,149386.67519004203,173039.7971253148
Douglas County,WA,362025.7812232829,406416.7579358649,451859.7073036764
Ohio County,WV,120495.55634530143,132907.78329292662,137602.6835010521
Danville City,VA,71317.32141385475,84230.59755801382,109343.6778856466
Davie County,NC,212761.2252725301,245557.09674335225,283295.7097634193
Franklin County,TN,196116.43186194287,232957.8366667036,281535.2936410609
Sweetwater County,WY,226179.0267105035,234950.7385394164,262084.8872987805
Saint John the Baptist Parish,LA,189056.6364329336,205363.2535736513,193693.1043115869
Levy County,FL,182165.24866786704,216819.7271125534,275540.476585483
Montrose County,CO,287345.1583396993,338187.3633870887,404451.4220872258
Butler County,MO,114779.65796500036,125421.47899580083,145337.16406612386
Erath County,TX,204690.72132138693,240653.50405117808,302045.0232166592
Prince George County,VA,222125.96287951965,254859.14475231027,312226.7633995334
Pierce County,WI,256297.95416359627,288828.04101347266,326670.31046158745
Summit County,UT,796682.7203033171,1009854.2361090244,1228729.7315551343
Mercer County,OH,173663.15960227523,197692.52079103168,228033.1214857488
Clinton County,OH,155673.22364661624,183115.41454522088,208753.03224108493
Okanogan County,WA,214082.7625197188,260690.46450498127,293321.9271642584
Crawford County,OH,97905.23469683928,114870.04503992306,133800.54159937962
Nez Perce County,ID,237983.61532686008,295267.5533276237,351985.51512742863
Gratiot County,MI,128765.86630593572,148605.4141943082,161055.62578478793
Marinette County,WI,124773.94236826978,144110.42737905943,175350.6002033196
Wharton County,TX,176100.00771840187,189385.8432811685,202263.8408085358
Fayette County,TN,264093.0427018237,301250.8405986662,354743.45510629634
Baxter County,AR,161397.33950564975,182325.93874009643,214464.5342701718
Tallapoosa County,AL,169696.68678045,196177.74891582967,226172.1933057485
Cooke County,TX,217973.81890083148,249300.526468372,289722.6967484124
McClain County,OK,195045.81061907,221239.8472433401,263234.8860382271
Tift County,GA,140965.56393729497,154861.66274645113,180767.83579632384
Benton County,MN,206486.3266006091,233751.84318399904,272262.2912886465
Fayette County,WV,77045.9587975524,87912.94302999075,108590.69336965172
Tioga County,PA,153046.14441359942,174045.035629697,196902.73050532243
Preble County,OH,138156.1648862944,159136.33730624316,186596.72069694268
Oconee County,GA,354217.24968577124,409152.62005309743,491255.30940886686
Mississippi County,AR,87776.79852566606,107189.58104168608,84575.80306035063
Cheatham County,TN,260285.97847151663,305034.3270596426,361762.48106492026
Shawano County,WI,154139.3152942738,181784.0020625741,209800.8081556932
Sanilac County,MI,153701.2132901066,185735.1175236208,197256.8974149616
Warren County,TN,157622.0250854194,182825.9832935316,223185.0497622422
Upshur County,TX,178086.92207124722,201574.1601036536,239482.31323324147
Clatsop County,OR,350160.7296804162,420032.926495662,503863.5999334113
Delaware County,OK,175579.80184243256,214409.4135887736,248709.96738914392
Wyoming County,NY,135593.3409702618,157450.5252742743,177129.37213139245
McKean County,PA,92193.79920771462,103084.77724287088,106953.63319453492
Tazewell County,VA,94796.97986186465,105816.59956804298,122989.54579378154
Isanti County,MN,245869.98856452736,281609.8800043942,313164.43468497595
Orleans County,NY,119299.31755234482,139656.17068641385,162139.29001903735
Knox County,ME,258754.0174918011,320973.2464080824,402586.45228455006
Ottawa County,OH,184297.75762942008,214059.2631248356,242263.93867316176
Rio Arriba County,NM,240559.0975000792,281192.574692787,296309.18162981106
Warren County,VA,249266.89202882216,289012.4742798277,330837.12509430724
Pike County,MS,100252.32996561058,104406.48754389012,102587.42452745204
Pasquotank County,NC,161796.78056045112,188135.5720173389,227357.95335163223
Marshall County,IA,119370.57718384262,131710.88946143733,148611.6423872193
Amador County,CA,343006.975748486,397632.0184419248,419907.5762266656
Lagrange County,IN,228657.5880447024,268443.2035090399,303168.5587135683
Mecosta County,MI,149047.57171189244,171132.46164670747,194123.33010913027
Mower County,MN,130791.23469739774,152158.26044176237,173745.3429774566
Avoyelles Parish,LA,161263.87090399716,153983.01442267405,138202.8791373342
Snyder County,PA,185349.76403699364,205112.9903539284,213750.88897904905
Murray County,GA,154148.0945022027,178947.1698252688,211480.4069134472
Howell County,MO,125168.97595934242,151043.3773887348,190406.918654589
Okeechobee County,FL,166155.83695385818,194901.04376700937,257609.0529016403
Sequoyah County,OK,118163.2312727287,135980.6150915467,167512.3571775573
Waldo County,ME,211009.83787746303,256229.8401588773,307813.2299187023
Harrison County,IN,175400.45738477175,198970.8324962234,229331.1983292265
Latah County,ID,309223.4439965902,365683.2138283376,427036.464922884
Hendry County,FL,155108.5785343065,186125.7303297,256371.787442895
Fremont County,WY,210113.66129807007,236843.4820099933,295426.16582223406
Wayne County,WV,105093.63596140864,117119.91880835452,123311.6878182868
Campbell County,TN,135212.39150171124,158790.98745229744,200644.83556526864
Mayes County,OK,140678.35456122106,166624.70646744332,194559.9479872871
Union County,AR,117291.96271711728,126998.34668273572,125982.91120694368
Jim Wells County,TX,149974.86811347265,149935.81357951777,137265.36745626564
Dallas County,AL,74653.80409883201,78819.62867958132,78390.75066536508
Des Moines County,IA,112769.29081148328,119752.70977961608,130918.70012666984
Crawford County,KS,82636.48790412226,93908.1235823956,112777.69899197375
Person County,NC,170787.0431252343,199035.8760569489,229946.2463148764
Webster County,MO,175833.9750972339,202665.1983581824,244336.76456631275
Susquehanna County,PA,170841.33542919846,183137.54212087663,203769.91870890325
Warren County,PA,98871.53341722333,113907.3607279472,129575.80036805393
Douglas County,MN,240957.5706270937,268851.727562271,308241.27185952454
Oconto County,WI,170424.35657853397,197825.96591577635,245753.64763211188
Champaign County,OH,160964.7022636147,183421.83910328383,212571.3665566507
Gloucester County,VA,249516.5902118953,280452.93634199566,324969.41718131624
Guernsey County,OH,123153.80822521148,141444.9315989243,156331.6172557322
Woodford County,IL,167108.42652127743,179870.04123443054,194294.3939133912
Colleton County,SC,164384.94726278898,191300.6190612848,218284.09279739507
Brown County,SD,167319.866311549,183890.2565100921,204912.94207527148
Williams County,ND,293980.2587582799,304289.96655006724,306874.84771518054
Finney County,KS,170182.7562413736,188923.3461671484,219462.3194659456
Defiance County,OH,127940.01524147471,144130.00744202163,159138.24120557503
Isle of Wight County,VA,282865.4537031033,307183.067406469,343648.03488213284
Scott County,MO,124919.12249938709,134140.12958032804,140450.86877047035
Graham County,AZ,206024.69637325444,233635.83139757204,264205.0153200362
Lawrence County,MO,123188.90819143472,144001.14103356304,177214.4081388003
Pontotoc County,OK,122782.23054821494,140354.905058477,169854.19382606246
Brown County,TX,142478.06699553967,160581.0590349535,181740.60187709663
Franklin County,IL,106116.77406007586,101814.68953770574,96047.18339707825
Montgomery County,IN,142254.5825377806,162727.03885571493,189994.82399755096
Cass County,IN,101730.34575500306,119367.89420440672,139186.2002865945
Natchitoches Parish,LA,171956.2081985255,178711.89085694795,176693.06258556634
Newberry County,SC,183563.2977394736,210751.57073662875,224282.962856488
Clinton County,PA,142845.1913109043,156970.0930587358,172374.6858233867
Independence County,AR,136153.2952291192,147510.33774182704,160486.346327481
Marion County,IL,80357.85341159008,87917.97903270599,99173.22535045038
Jasper County,IA,149723.96958225925,166100.56673084255,192385.7557183952
Clarion County,PA,99107.77370752564,105546.63968189644,109841.38261578065
Talbot County,MD,342021.1807703771,394991.0587375581,445801.9612015526
Essex County,NY,176502.7253455803,210351.2002654503,263209.5382571146
Covington County,AL,114140.9545588295,133540.75061105817,143726.69526468217
Houghton County,MI,124406.48218058483,136150.4631929188,154861.48697419878
Oneida County,WI,212467.5557915521,241941.5296180347,277500.769039882
Boone County,AR,141160.0912286379,158823.52372204597,196968.236939323
Steele County,MN,195208.95551730235,226002.4311641105,258000.7899278711
Jefferson County,IL,102766.51686551532,102074.68125618086,112455.55226264686
Webster Parish,LA,146472.2155244646,138375.26481443693,136313.8489057106
Albany County,WY,264380.5955404645,294502.538154771,344236.18135262566
Addison County,VT,314531.327567604,352016.23757440486,408564.4522173079
Calloway County,KY,109419.20700874052,131619.888381875,154079.8602442504
Dodge County,NE,156699.73644385647,178493.44022709792,211251.5855756791
Bennington County,VT,248342.2017855977,293995.0855363993,362336.5348439825
Yadkin County,NC,160703.63051047348,178508.72259790183,206675.9832079805
Louisa County,VA,260628.41973732063,301617.5439421846,350845.627988678
Webster County,IA,108781.43807926332,119020.64027231022,128383.48560276076
Green County,WI,208767.90340868337,236124.8971007524,272867.788528428
Chippewa County,MI,129887.60350569124,141454.9379754412,159466.54603958892
Clinton County,IL,152816.98942624484,167784.2707673812,185326.3253417429
Okmulgee County,OK,83343.4296834522,97784.7033685168,118105.48414279992
Williams County,OH,114996.45390530804,133328.25960754344,152894.10611518574
Dyer County,TN,124750.3171662322,133240.67810767476,147386.06681553856
Escambia County,AL,106721.40231463865,122609.82314020891,141178.12506113344
Putnam County,IN,166662.09610992385,193379.0154793672,230423.0655529925
Delta County,MI,118323.0228787501,133619.13453194883,154480.10767924628
Graves County,KY,101018.01989180512,115360.06702133962,141879.38791673607
Dare County,NC,360726.2223645882,440931.2592881599,568528.6886804606
Clark County,KY,160950.77012326158,183914.1892834684,217538.072620514
Hopkins County,TX,198790.6741408765,233179.91739982387,266283.70595675067
McLeod County,MN,196686.647180511,223337.72507515489,259224.40182079305
Coshocton County,OH,116252.44732323498,133290.66079946345,155230.29679413437
Whitley County,KY,112498.37737660854,133349.5496213888,145865.67177377982
Huntington County,IN,128343.34605076566,146679.90959518988,174147.73175276708
Macon County,NC,216617.96608298933,266176.42163461394,326222.69618476176
Wise County,VA,84152.21637505069,96847.51466059344,115372.20420469932
Sagadahoc County,ME,257023.069936119,309117.2692379,380002.2108966584
Monroe County,IL,220986.96568538027,245446.2252823551,271452.6087078713
Geary County,KS,146066.5013805112,159445.530204609,175556.87490614827
Alexander County,NC,165198.63096700198,193297.6635155092,227076.23564860027
Beauregard Parish,LA,193303.97408434303,181324.25163520567,156937.56689707065
Knox County,IN,98916.2926838117,111652.70906176274,130493.91338048976
Matagorda County,TX,171816.4454189294,186231.1902764438,199172.918678846
Greene County,PA,116434.55263720657,126573.0312002253,133873.6625799669
Scotts Bluff County,NE,129730.26230371038,142677.21913201167,163630.89758594378
Carlton County,MN,195903.3121671384,222100.0230670608,262052.45728745268
Floyd County,KY,86387.57913687004,93573.75970206271,101196.89752940116
Miami County,IN,101064.6547544744,117566.10111289624,132945.9752252435
Ware County,GA,83948.538902918,98954.6926869686,122596.86522835436
Orange County,VA,242554.5076114476,289022.4268952519,335516.7185401322
Greenup County,KY,105823.37202134238,116699.66672259122,131496.21196304145
Livingston County,IL,104922.27798374192,113816.31920528994,130114.77570541028
Laclede County,MO,148745.38789826803,168309.84121178451,204720.1325989395
Cocke County,TN,161702.27505812913,180408.65661672587,205576.23266529688
Hill County,TX,147670.37278219537,175034.79227571946,202343.5764598088
Adams County,IN,150477.151915013,166089.18104218706,199938.2325048684
Sioux County,IA,208667.14322456147,226735.54245620407,260624.64150806825
Washington County,TX,271173.6383646468,308342.37733186403,351968.76552702166
Madison County,NE,173502.55213232464,189593.22695648708,219427.09733138583
Uintah County,UT,219885.574950831,235292.7321374245,305025.1003864765
Fannin County,TX,181186.059244822,214974.4950971046,254022.4266518785
Perry County,OH,141682.17847772164,167396.7127440826,202335.6510140995
Wapello County,IA,85788.7615154269,94427.28190026549,111936.19755443548
Lincoln County,ME,268451.16630588047,332474.5480567248,402275.0656152495
Lincoln County,TN,168527.13336430068,193115.31305380844,229694.93545802112
Warren County,MO,229549.8597745853,255758.7920770484,290642.2302170575
Silver Bow County,MT,156945.70274847795,192489.9068369608,252664.4993026081
Becker County,MN,254928.2412993541,286804.59386454924,337401.3974522135
Alcorn County,MS,129243.19358542508,145422.68155791744,151933.89245533463
Lincoln County,MS,157643.41653707428,167803.2294237169,165099.98082836965
Lincoln County,NE,149413.05770701144,158910.50863378705,184848.5840113853
