,RegionName,StateName,2000-mean,2001-mean,2002-mean,2003-mean,2004-mean,2005-mean,2006-mean,2007-mean,2008-mean,2009-mean,2010-mean,2011-mean,2012-mean,2013-mean,2014-mean,2015-mean,2016-mean,2017-mean,2018-mean,2019-mean,2020-mean,2021-mean,2022-mean,2023-mean,2024-mean
689,Rockingham County,VA,,,,,,,,,,204845.12662248212,192574.1861022817,177261.98420000228,182416.9448493429,187474.61296803257,189214.34521760023,198202.97901554185,205367.94637701788,209627.07020375584,216059.53708366703,221496.5329497144,235998.7211610082,267153.0258698271,295103.80833524634,319446.39757801493,332343.4491386882
690,Saint Landry Parish,LA,,,,,,,,,,113395.8639773797,112635.62433816322,115646.79751728322,123680.212651005,122224.5054199357,124555.98169337066,135422.75804373462,137207.28350036705,135430.11007841778,131995.82672800383,141236.92489036682,140826.48239661392,140401.68859880112,141778.66121953705,142618.02529994395,129488.3101311378
691,Monroe County,FL,,,,,,,,,,,,,,,,,516351.435276068,541138.3542501399,561987.8863887406,577054.0830540712,610478.7665268524,724844.419388649,940315.8737503082,979289.1426418072,998954.5574156428
692,Barrow County,GA,144768.00353350816,154972.99363906475,161362.39663874923,164826.01611650042,168090.6101652964,173559.43810087393,179608.56727052623,184883.5398125632,179577.6669803765,146070.005681786,132035.1155388934,113042.95426112512,95977.694458782,105715.92741005348,123908.30420079122,136084.23514876055,148068.35378482353,161658.3883023012,176443.05446171958,191611.0961008297,206902.09885251147,249948.43923831472,311239.72277476394,322231.86266332195,335691.29200533644
693,Talladega County,AL,80584.51777726604,81889.84345192967,85205.84988699571,88771.93849528539,91990.3057244872,98967.92232110036,106573.1038254796,110485.00527441554,111314.4977026734,108475.85418167802,103454.75625096983,99724.59035538248,99208.19153407632,95594.32114760405,96225.20540786562,96400.17920301856,100659.58474350166,103912.68122626853,112478.84241257123,117938.53390398902,131605.04139763318,155585.6060016287,170388.17691771968,170351.15891927909,176931.65956558383
694,Payne County,OK,91965.72963075008,96625.81680298693,99988.75656781682,103398.37485588487,107241.81482754851,112130.03664529834,117290.72867834494,124733.93166599669,122036.4691316276,117341.612101721,116638.49433064902,115430.1951829943,117598.50079591006,122641.00296997,127557.45272290111,134446.790082684,139933.08369841214,142353.82972885817,148599.73264742928,154990.82771861705,163649.5695593869,180288.06724355728,198254.3447971325,204846.24634623955,212205.8808614461
695,Henderson County,TX,,,,,,,,,,134420.22380026098,133705.34481167,131747.89174238927,133790.21775327486,134072.38820500675,139258.322212983,144004.60746931954,150086.70299850035,160328.18670902963,172568.4371203719,178067.85013035985,190058.0154001824,232485.8143218625,268643.6548228777,265399.33942980727,264516.97880191763
696,Bartholomew County,IN,,179778.32720978258,172497.00220278537,175437.81101479963,181013.43738291296,177664.39244713532,154856.2309402346,135121.13099906448,134469.45539578958,131551.48125223294,129091.0920212468,127147.58306539424,128170.95938488872,132590.36111535152,135917.99430970775,140060.03595425206,145934.96545207303,150210.08820458563,158016.0277203418,169301.2014892339,181498.28884310485,202444.0748156648,226653.90579365368,239801.0622303834,252732.10558718612
697,Bullitt County,KY,104745.35581157915,109708.15152244772,112834.07657359836,116554.48269703884,121436.87806585888,125619.13030105492,128666.44836001797,130894.55208895449,130665.73244560268,129154.12023425433,126206.8919311606,124446.81419050186,126620.09885126712,129296.02827266842,137705.38692923327,146106.56464164125,157026.9227363815,167180.39356348824,179030.37279347389,190365.77492828656,205526.0552451635,228345.7133580251,249167.95714199272,257236.3058185894,263274.28460422234
698,Coryell County,TX,,,,,,,,,,117739.07009649344,116045.48071345309,114072.1056481877,114143.6236332527,111202.05218291188,110767.1748730321,112896.16154233956,118304.95204460697,121915.70851679734,128372.85973153167,137086.9218599313,150172.7599282604,177742.50882892986,215294.6308437201,221572.6728365521,219015.79100269495
699,Leavenworth County,KS,,,,,,,,,149288.65082805525,147646.72252535017,145594.86202711126,143643.56520424873,145153.67032843098,148043.02280908052,152902.9342627645,159441.2379741604,167794.99300173522,178625.09610061566,190964.4721131743,200368.7199118932,216461.32103716023,250084.95313677427,282041.2787785723,295428.96099298453,308871.4607742765
700,Lewis County,WA,,,,,,,,,186818.52242278916,175443.2740924555,167380.76149599542,154505.12552185534,150382.56089464764,152994.21127398437,158850.8394749497,167668.31320950142,182936.50985573969,202681.55518471627,228787.99177178007,253704.9870703494,290821.6595756358,361151.65416616393,411680.09126726695,405998.4961188184,421609.74184580176
701,Manitowoc County,WI,100282.58387509764,105767.87115585672,110786.88947892224,115056.32122674976,123176.9829652519,129010.93665013864,123126.4261240842,124012.7290488538,123901.86863478436,119808.44565566164,115913.81786619771,112487.16509665542,113839.51664672744,115755.24549929197,116002.5179292894,117399.71978232084,121472.45948737994,124278.29059552668,129405.5142992338,140504.8924813972,152297.3609209542,172858.66947460396,191440.83983495427,206025.04841753183,225527.58093001947
702,Cape Girardeau County,MO,,,,,,,,,,142043.92522725908,138612.60170148165,135846.88092374973,130265.04840284964,130337.76434473904,131001.71326650905,138342.5809577585,143129.21956099052,148152.6624692894,153810.61634152266,157575.3175954883,166061.6124997649,186484.58352318892,209364.08059577583,213170.34723285303,220383.7139586349
703,Caldwell County,NC,,82632.11261811582,83382.78146141882,85600.2343996173,88243.9982011669,93021.71462304029,98607.76584691156,102169.70038769716,104673.76561524504,103388.02697758166,99133.434735937,95355.13880916314,94291.07127622823,93232.70515467608,90073.19560847068,92733.19545285264,101711.67143532351,109241.80239238191,118102.32334764772,129731.5849240604,142275.23000351308,168114.17842799932,193417.06782926645,204665.92334525337,215808.21173909443
704,Clearfield County,PA,56811.21852393235,63035.41534052566,65641.48802544198,68978.49895739496,73384.67205926357,82341.20566084,88081.33798279514,90868.49121116358,91044.9807349636,90214.14595518996,89065.83715970458,87824.56620153591,90355.8938118475,90595.88607686524,91598.74508559406,94605.40040601016,96118.8005695432,110115.08820180404,112579.47381631473,111345.4154799286,118495.41674613317,133638.8233871035,131288.53519833952,128276.8381604936,120443.22491359402
705,Wagoner County,OK,125164.32555399214,128138.9030009646,129516.08655136208,132109.8935254667,135929.05161759726,140096.59148582883,145940.7101281057,151527.8263640784,153112.5203958406,146742.39888753233,144551.66904474385,141216.3562707083,142684.9471944092,146305.17283463545,149821.80408472128,155956.4143716831,160316.4950487841,165228.8744197983,169653.0609206137,175239.29323724005,187290.42345100525,215627.50861904176,247312.20604268057,252188.75506751437,260152.1499875274
706,Yuba County,CA,,,,,,172974.2988958309,196472.68968261432,183764.47084986215,160914.544423875,136554.60580999358,133329.65613138664,127115.24759044526,127005.02528553893,147438.3193532812,179794.437746732,195462.71686025945,216312.1292768556,240395.03091104797,264268.12873886345,281614.5216772816,303778.6539048623,360235.84971500235,406513.360968692,394180.9928111046,407267.03800762974
707,Kosciusko County,IN,110752.85975447627,116408.21462884484,124099.3815543329,130109.56442351866,136071.60504380157,134428.27022313737,137524.25132118762,137745.44548171028,132222.19811628203,129723.7924329466,127858.84052210428,126474.54574293632,128255.09841508704,133374.57895931645,136458.90491650524,142759.50192751686,148313.10917815313,154518.05013017126,165143.3893641756,176780.47831901102,188400.98061896797,214081.8566893999,240577.6498993637,251037.0769638373,259371.5619213724
708,Clinton County,NY,80697.0009752052,86764.53174863373,94105.30768210044,99735.91451238198,101157.3413584676,106861.38004583276,117759.90469282884,122243.55218841044,126476.1586530388,120116.19821373094,117261.6351509128,115611.76365974736,114393.60102002234,115538.13194008764,118184.26448211823,119524.12561036948,121694.92189785231,126656.01472763075,131218.5829743921,138632.82808508835,146871.39431974772,163153.76063119984,181168.70673268265,188568.19654210392,199138.40824647085
709,Bulloch County,GA,,,,,,,,,137402.4166805235,132280.54724504362,124133.989614732,116354.082316539,114981.65489254956,122421.8180292634,127640.32004236248,130690.81431497989,133652.4912891431,138811.77393732007,146281.18849558223,152111.78011682665,160593.36526295065,182915.55204040173,216416.1642626101,238539.9149925328,263985.63590525737
710,Umatilla County,OR,,,,,,,,,,152663.93219895675,143002.29563487912,134789.44308663954,134144.54059271453,137396.3403777963,143629.72703726756,148460.17274978242,154513.96507758158,163113.48587984024,177903.26306341102,192459.9862631307,211595.3534879496,248826.15025844463,287325.2752543212,287689.4062238308,291714.0151452537
711,Natrona County,WY,,,,,,,,,,,171469.19100219244,170247.0647980886,177361.1469667855,189771.24131268103,198091.7058743885,211310.36452482044,209772.4022259401,199712.28544060903,198034.1920860461,207556.1584842241,219783.691344906,239191.52935612807,260864.76674551377,274652.3102165486,288266.92644408817
712,Floyd County,IN,,,,,,,,,,144104.00598459254,138432.46665160646,133844.85496522684,137234.94785604204,138786.59795577332,142179.1149171385,147577.9580349111,153300.0105099354,163237.87102860204,171719.23661216613,183125.44617341788,196355.02745802997,220951.84945258385,241343.10612145823,249087.0548632017,261846.08330102192
713,Bedford County,VA,104020.26277309864,111420.07835022856,118844.41956451972,126347.06038176964,141660.1942568961,166113.59476448866,187191.9587743044,202514.7985268948,206301.10008876576,196017.04509644173,189027.87096462105,183358.1273999308,183811.55247462253,185648.744157267,187904.1322679577,192084.4736688394,197704.7948333343,203394.07086265352,208980.74854256577,217924.3085903937,231447.44808057972,262979.17004826653,294842.2218524779,312355.32513282856,329436.3522556617
714,Putnam County,TN,102574.07267925508,105750.86248117672,106741.67885408465,107983.79423178593,112906.56251143168,121204.94972481116,132107.7710125271,140015.5602786847,140350.4458858137,135275.80349876755,134620.64720053968,131284.54055903805,128463.54545816447,131567.240811829,135480.4672865055,140425.54608108618,148484.47017372775,155462.65768476293,166964.31356621088,179329.10406632198,196221.57823700065,228782.34583279237,273188.8166772901,284357.60319151136,291608.0252939184
715,Clinton County,MI,118380.03401014276,125630.57894518728,131752.93449339605,137656.62769661183,147218.35702784912,152493.40884514045,157701.36388857945,157273.03910845108,153450.34829108062,143551.9102290173,136073.00300741653,132544.0408972455,135312.93313365374,142466.74349047293,150012.62875297666,155228.4678613572,164297.84291553465,175623.0645068259,186772.5891841841,197776.0278733236,213482.93966682305,237777.4000057912,260070.9338936169,267276.1624421515,278896.2207032077
716,Lynchburg City,VA,91364.67737244186,97858.56990468614,104388.32649453748,108202.79108259662,105004.86628830877,112563.17589116268,127350.10887610776,137165.29208060016,137029.7128245952,129429.61728325476,124548.96480056448,121368.8928592318,121268.5851235844,121664.72344953456,122191.62712447454,123961.14195197028,127804.1912287621,133048.11113668818,139994.37066251226,148040.9796034485,157877.28380959007,176510.32460334455,199526.0601603714,218255.25232016091,230293.9707712574
717,Wilson County,NC,,,,,,,,,,104682.87872479048,99812.21904746,96340.9074548924,96666.8920959722,97314.14712477288,103238.43273972192,103192.61028083863,103670.65868641592,107484.737292548,113673.83631302512,119053.28671871636,126701.06297520844,150517.79333136484,180637.1557491181,197987.19968964296,205564.54633099152
718,Hancock County,IN,,,,,,142725.35580282265,142989.9855673293,145074.40874199383,147159.6802808249,146155.23937459534,142885.50815970247,141004.59781927103,142500.61657495075,148558.528576164,154796.66456800554,158592.93595015456,164584.3157949244,175541.59626585557,186520.51426828263,198227.7883352452,213268.06042828216,245848.7256746656,285990.569687299,293484.8015827216,302631.3305280954
719,Chelan County,WA,,,,,,,,,,232028.81455927083,221964.53321659,209814.60712193188,213130.03505158867,224182.442013178,235520.438766148,252442.73647808653,272640.0687499832,292558.28822368267,318626.6481042193,346199.6537380305,378776.6182190352,451576.79373858735,503298.34189824015,494654.8329605208,496908.6287258893
720,Sullivan County,NY,71308.8111758782,78360.92458379509,87974.71289847039,99700.27741029962,111242.91622977985,122057.24943864172,131186.76319603832,137268.01783239385,143152.81780948976,138794.6927881428,137173.8633669142,135364.01037367003,132465.94092073428,130867.19683266654,133597.53918101912,134728.15875199236,138471.26776724713,142543.44099926893,149130.33820357328,156404.52504788016,169022.9308334041,215988.1777347292,259790.51809144067,274597.24653265584,294714.34781432385
721,Oconee County,SC,,,,,,,,,,,148851.36760028522,141552.3651243956,139433.88306469764,138181.6519089823,138737.53925685675,142905.29824359406,147128.4676488738,150821.3177124803,155981.09045582075,165651.7298604673,179566.10672166097,215149.2472885284,248293.72770605268,257373.05896004543,270526.1265297089
722,James City County,VA,200160.1174900625,214453.7345284516,211839.68833216536,221748.4057614466,245662.67941355729,284492.7735390285,328873.7894203658,345284.59093378746,330920.9565883925,307345.19628352445,295341.75119767693,287230.2937214982,279609.09505776863,285713.9747180814,293481.72059459105,298095.3975682642,302900.5917776706,308927.3321273214,314962.5855938691,318492.5464981697,327443.04798769584,360294.23815539904,401877.8673384691,427576.49537740735,450973.4104431276
